temp_c,humidity_pct,weight_kg,sound_db,varroa_count,brood_score,health_label
31.4,49.1,34.9,56.1,1,1,0
29.0,52.7,32.9,41.5,3,5,0
33.6,68.4,41.3,59.5,8,3,0
30.0,63.8,19.3,47.5,6,2,0
32.6,39.4,26.7,62.8,13,2,0
32.2,60.4,21.2,59.4,2,3,1
32.3,79.0,14.4,56.1,8,3,0
39.5,59.6,22.7,49.0,11,5,0
34.6,63.0,43.0,73.9,6,1,0
35.1,77.5,26.6,57.5,3,4,1
30.1,74.5,43.9,85.5,1,1,0
32.9,77.3,44.7,62.3,9,1,0
35.0,31.7,52.0,65.5,9,2,2
31.9,85.8,43.2,62.4,11,4,0
36.8,72.6,46.9,65.4,12,2,0
31.5,94.5,30.6,72.9,14,2,0
33.8,55.6,29.8,73.0,2,5,1
33.0,43.8,30.4,44.3,6,2,0
34.9,65.1,28.0,70.6,4,4,1
32.9,61.7,29.2,67.0,13,5,0
33.8,72.8,34.0,62.4,1,4,0
33.9,77.9,24.3,79.1,9,5,0
32.7,64.0,17.0,79.5,4,5,0
35.7,62.1,30.9,71.0,0,1,0
35.1,71.3,22.5,56.6,8,1,0
34.3,61.9,23.3,50.1,5,2,0
33.4,60.9,26.9,69.5,10,4,0
36.5,77.4,25.0,75.6,5,2,0
33.9,80.1,36.9,41.7,2,4,1
33.7,78.0,26.7,72.9,1,5,1
34.8,63.0,37.3,59.5,2,1,0
38.7,39.3,29.6,43.9,6,5,0
31.1,63.2,27.3,66.7,4,3,1
36.4,55.9,29.3,71.1,1,5,1
29.8,63.4,17.7,58.5,4,4,0
35.0,56.9,30.7,51.4,12,1,0
38.4,64.8,34.8,79.1,12,5,0
35.7,52.5,35.9,55.3,5,1,0
34.9,49.6,17.2,73.6,7,2,0
33.1,79.7,15.8,46.9,2,3,1
34.6,53.4,23.7,66.2,6,5,1
33.9,65.0,39.1,65.9,9,1,0
32.5,76.5,29.8,70.7,0,3,1
33.8,76.0,21.8,76.9,12,1,0
35.0,74.5,16.4,53.9,13,2,0
32.6,68.6,22.5,67.2,14,2,0
32.5,73.7,22.0,48.3,3,3,1
31.1,81.5,35.5,48.2,13,4,0
35.5,70.1,36.1,56.2,1,4,2
35.9,43.0,19.6,66.1,13,4,0
35.1,58.7,34.0,78.8,2,1,0
36.9,73.4,33.2,80.6,5,4,0
34.7,57.5,18.6,58.5,14,4,2
35.5,84.4,27.3,65.1,7,1,0
35.3,64.2,30.7,71.4,3,5,1
34.3,66.0,29.3,69.7,5,4,1
33.2,78.5,14.3,60.3,4,4,1
40.0,62.8,29.0,62.8,13,3,0
33.4,67.1,33.1,60.9,6,4,1
32.8,75.8,40.6,59.9,1,2,0
35.6,47.3,22.6,58.6,2,4,1
35.1,61.6,23.6,60.8,8,4,0
31.0,74.9,26.3,57.9,0,4,1
37.3,65.8,30.3,50.6,3,4,1
34.3,82.6,28.8,70.6,9,1,0
31.7,46.1,32.8,67.2,12,1,0
37.5,44.7,19.0,80.8,1,3,0
36.1,74.2,31.2,65.7,5,5,1
31.3,75.4,22.1,57.8,5,2,0
38.9,62.7,26.9,55.7,12,3,0
36.1,69.8,41.7,62.5,11,5,0
34.5,73.9,16.8,67.5,13,4,0
38.5,55.2,25.8,59.6,9,1,0
34.9,56.5,17.8,47.3,2,5,1
34.4,67.3,29.2,54.6,14,5,0
32.8,75.8,36.4,62.2,11,4,0
36.0,51.0,29.4,69.4,9,4,0
35.7,62.6,27.1,47.1,5,3,1
34.5,62.1,38.6,64.7,11,4,0
32.5,70.0,30.6,64.2,6,2,0
34.8,64.9,34.6,57.5,4,4,2
34.3,58.4,33.7,56.1,4,3,0
31.2,80.0,5.0,54.6,9,4,0
30.8,58.5,27.4,63.4,9,5,0
35.9,61.5,19.4,73.3,3,4,1
28.0,45.9,21.4,74.0,5,5,0
35.0,56.4,39.8,50.8,3,3,1
33.3,71.2,25.0,60.1,11,4,0
37.8,68.8,43.1,40.1,5,2,0
33.3,72.2,16.7,63.1,11,4,0
36.1,71.6,19.3,68.0,3,2,0
33.5,90.1,34.1,77.7,5,4,0
34.8,56.0,25.3,44.1,0,1,0
36.3,45.6,30.5,51.1,0,4,1
33.3,52.4,27.1,63.4,0,2,0
37.0,56.6,26.9,45.8,0,2,0
32.0,53.3,25.6,63.7,13,2,0
35.2,66.1,29.4,68.2,4,3,1
36.8,80.0,33.1,49.2,7,1,0
36.2,83.5,40.9,63.3,14,3,0
39.3,71.1,26.4,49.9,7,1,0
32.6,90.7,24.9,75.8,5,3,0
31.1,60.7,23.8,64.1,10,2,0
32.0,45.4,39.8,55.6,11,3,0
36.2,77.6,33.5,49.6,1,1,0
35.7,42.9,12.8,65.9,14,5,2
34.8,55.9,12.5,75.6,1,1,0
31.7,71.2,21.4,54.3,5,5,1
36.4,63.8,29.8,57.6,14,2,0
31.4,62.7,27.7,54.5,8,5,0
37.4,50.8,32.1,77.6,8,3,0
41.6,64.9,26.6,42.9,12,5,2
35.4,77.0,39.2,74.9,6,3,1
36.0,65.2,34.2,58.2,9,4,0
33.3,55.0,28.6,61.3,8,4,0
30.0,50.0,37.2,58.6,1,4,0
33.0,55.3,14.8,64.4,4,3,1
31.8,69.7,27.3,54.7,11,2,0
30.9,69.1,29.1,72.6,4,5,1
38.8,55.4,32.8,73.0,13,5,0
35.2,38.5,14.3,52.2,14,4,0
35.4,70.0,25.9,68.7,11,2,0
33.7,54.2,31.2,58.4,0,3,1
34.1,73.3,31.8,62.5,11,4,0
36.9,55.9,37.5,77.3,14,1,0
34.4,53.1,34.1,55.3,11,1,0
35.8,66.8,27.5,71.3,9,3,0
34.0,93.3,33.4,66.6,9,3,0
33.6,74.0,26.4,60.1,7,5,1
31.0,66.6,29.2,65.7,3,2,0
29.6,69.3,34.4,64.5,7,2,0
33.8,44.0,27.6,50.4,13,4,0
34.6,51.5,30.9,55.9,1,5,2
31.3,34.9,35.7,51.5,1,5,1
34.4,85.8,33.7,59.2,13,4,0
34.6,83.3,37.9,75.5,12,1,0
29.1,69.7,46.6,67.8,7,4,0
32.2,66.6,33.6,47.7,5,1,0
35.5,46.4,24.3,59.3,1,4,2
35.5,62.4,32.1,64.3,10,5,0
31.6,86.5,31.8,69.4,8,4,0
34.9,66.6,32.9,55.5,12,2,2
37.1,58.2,40.0,49.6,5,2,0
36.4,43.9,14.5,61.4,11,4,0
34.3,81.6,40.1,67.7,14,4,0
33.3,64.2,42.8,64.3,2,5,2
32.9,43.9,32.5,53.2,11,1,0
35.7,53.9,32.7,79.5,9,4,0
35.0,49.7,26.1,61.0,6,5,1
36.1,63.4,28.1,63.9,3,1,0
34.8,67.5,33.6,55.4,2,3,1
36.5,59.0,33.1,73.1,1,4,1
34.7,74.3,33.8,67.7,3,3,1
36.5,65.9,33.0,65.1,7,5,1
36.7,77.7,35.2,50.5,8,4,0
32.5,60.7,34.3,72.9,14,2,0
30.0,101.5,19.8,69.6,11,4,0
38.4,58.2,34.7,72.1,14,4,0
35.1,54.2,42.9,62.4,11,4,0
30.2,52.7,27.8,61.3,8,2,0
32.7,62.5,40.0,60.2,12,5,0
36.4,44.4,20.7,84.8,11,5,0
33.8,68.5,27.8,56.6,12,2,0
33.2,42.1,22.9,50.1,3,2,0
38.0,66.9,39.0,58.3,10,2,0
31.9,48.8,41.1,56.7,3,2,0
32.5,60.4,27.2,74.6,4,1,0
35.0,72.3,37.4,48.4,10,1,0
35.5,92.6,41.2,56.4,7,4,0
35.7,52.1,27.7,63.9,11,5,0
36.8,63.2,29.0,74.7,10,1,0
35.0,56.3,33.9,69.1,11,3,0
35.7,54.6,21.3,78.2,2,2,0
33.9,56.4,28.9,65.5,1,2,0
34.7,74.9,45.1,60.0,3,3,1
34.8,59.1,24.0,70.6,5,1,0
35.0,92.0,34.8,48.3,12,1,0
36.4,70.0,32.2,44.9,0,5,2
35.9,52.9,26.7,71.8,8,3,0
34.6,60.6,29.8,64.1,11,1,0
32.5,55.4,42.0,71.6,5,5,1
34.7,74.6,32.4,53.5,4,4,2
34.4,45.3,33.7,74.8,3,4,1
35.0,48.9,40.8,68.7,6,4,1
40.0,57.9,25.7,61.7,9,3,2
33.2,73.2,19.6,64.1,8,4,0
35.6,79.8,42.1,65.5,12,2,0
37.2,81.6,29.1,53.4,0,4,0
34.7,71.4,35.1,58.1,4,5,2
40.3,64.0,21.9,65.3,5,5,0
33.6,74.5,31.1,57.7,5,3,1
35.3,51.3,19.2,47.3,10,1,0
32.5,42.9,28.5,64.9,1,1,2
33.6,70.2,22.8,70.4,4,3,1
35.1,52.9,21.0,72.7,0,4,1
36.6,64.2,25.6,67.3,8,1,0
35.3,66.4,9.7,70.2,14,3,2
37.6,68.0,18.7,71.9,14,3,0
34.3,76.3,34.3,62.8,0,3,1
33.7,75.0,30.8,40.8,1,3,1
41.3,67.3,19.4,73.6,8,2,0
35.5,59.7,32.4,53.1,4,3,1
32.7,66.3,21.0,50.7,3,3,1
32.8,57.8,33.8,51.0,10,5,0
32.1,62.6,27.1,86.8,4,2,0
36.8,96.4,25.4,66.4,8,5,0
33.6,67.2,27.3,51.6,0,5,2
34.8,70.4,48.5,55.2,14,2,0
34.3,56.5,21.9,62.0,1,3,1
36.3,77.2,29.8,67.4,0,4,1
32.4,74.1,34.3,64.8,6,3,1
31.8,74.2,20.3,52.7,13,4,0
35.1,67.6,15.2,65.2,9,2,2
36.0,77.4,23.2,55.9,7,5,1
35.3,80.3,34.1,72.5,4,4,1
32.5,68.4,25.3,62.6,3,1,0
36.2,63.6,26.2,54.4,9,2,0
32.6,75.7,35.3,68.9,7,4,1
33.2,54.2,21.5,65.8,9,2,0
32.1,56.4,27.3,57.3,6,3,1
37.8,64.4,15.9,69.3,4,4,1
36.1,44.1,30.6,68.3,2,2,0
36.0,74.9,29.8,74.0,4,5,1
37.6,53.4,34.4,69.1,3,4,1
41.5,59.3,18.8,59.9,7,3,0
30.2,62.4,26.5,45.1,4,2,0
32.7,65.5,17.8,63.9,11,2,0
33.0,60.9,26.0,65.4,8,1,0
32.4,64.2,39.9,62.5,4,1,0
31.8,64.3,25.4,31.9,1,4,1
33.8,59.6,17.1,68.8,1,4,1
31.5,55.7,22.6,52.9,1,1,0
35.3,78.0,15.1,68.9,4,3,1
34.6,39.7,17.6,79.0,4,2,0
35.7,62.5,33.4,59.5,0,4,2
35.8,59.4,16.4,66.4,10,3,0
36.0,70.0,30.5,62.3,7,4,1
33.6,47.5,28.2,67.3,14,4,0
39.8,59.0,23.7,63.0,13,1,0
35.1,63.8,29.8,56.8,0,4,2
29.8,77.8,20.5,53.0,10,5,0
32.0,69.0,34.7,77.9,14,5,0
30.1,50.8,22.4,66.4,12,4,0
34.5,59.2,24.9,70.3,10,3,0
34.2,75.6,24.0,66.0,2,3,1
33.3,50.6,33.5,71.8,13,1,0
39.5,64.1,32.4,53.0,12,4,0
35.9,64.9,7.0,62.8,8,1,1
36.3,60.4,30.0,67.1,13,2,0
32.2,97.3,14.0,74.9,6,3,0
32.0,60.0,25.3,88.7,7,3,0
34.6,70.4,27.1,66.1,11,2,0
34.9,55.8,25.2,55.4,10,4,0
29.9,71.3,32.0,50.0,8,5,0
34.0,75.4,33.8,53.0,11,5,0
34.5,57.9,21.8,54.3,13,3,0
34.0,64.3,21.5,33.0,9,3,0
32.5,54.3,27.7,55.2,13,3,0
33.2,51.3,15.7,69.2,6,5,1
34.1,77.4,24.2,62.8,7,5,1
34.7,58.4,38.8,59.4,9,1,0
36.0,36.0,15.9,45.8,8,4,0
37.2,86.2,25.3,72.5,2,1,0
33.8,55.4,23.3,67.1,6,4,1
33.4,62.0,44.0,61.9,2,2,0
35.6,84.7,23.7,40.0,10,3,0
36.0,63.3,24.2,57.1,11,4,0
33.4,63.0,19.8,66.3,10,2,0
36.5,50.3,28.1,61.7,12,1,0
36.9,45.4,30.2,63.9,9,3,0
37.7,63.0,20.9,68.9,5,5,1
38.9,69.4,35.9,63.5,0,1,0
32.3,68.7,30.2,68.5,0,2,0
34.5,59.2,34.8,53.6,14,3,0
34.5,65.2,25.4,49.8,11,2,0
34.3,43.0,29.9,66.8,5,5,1
32.9,70.5,26.3,68.8,14,3,2
30.8,66.9,39.7,67.2,3,3,1
34.7,88.7,28.9,63.3,11,1,0
32.6,65.1,28.1,58.8,3,1,1
34.7,53.7,24.3,64.1,10,1,0
32.5,64.4,23.9,65.8,1,1,0
31.8,61.1,29.9,66.4,10,3,0
35.1,70.2,34.6,88.1,6,5,0
34.9,65.3,22.5,52.8,8,4,0
35.9,49.9,29.0,94.3,0,2,0
40.0,45.4,29.5,49.4,5,1,0
35.2,68.2,30.9,65.9,2,3,1
35.7,81.6,14.3,50.1,9,4,0
31.8,66.0,20.6,65.1,0,4,1
31.3,74.8,17.1,71.8,13,3,0
38.5,77.2,28.3,62.3,2,2,0
32.2,68.2,20.8,71.7,7,3,1
31.9,55.2,24.0,57.8,14,4,0
34.4,67.3,18.4,41.5,6,5,1
34.3,79.5,24.8,68.3,8,1,0
32.2,71.4,19.0,62.3,14,4,0
33.7,74.0,34.1,57.2,1,4,2
37.6,59.4,31.8,57.9,8,2,0
32.5,62.6,29.2,66.1,8,1,0
31.0,63.6,25.6,53.9,10,2,0
36.9,64.4,11.7,65.8,9,2,0
35.7,79.0,24.3,73.9,7,1,0
32.9,36.8,21.9,82.6,8,2,0
30.5,65.4,30.0,76.0,4,1,0
32.6,64.0,33.0,63.6,5,5,0
34.4,48.5,30.6,64.6,14,1,0
37.4,73.1,38.1,58.0,9,3,0
31.9,56.3,23.5,57.3,10,2,0
34.3,60.7,23.1,70.7,2,5,1
36.2,87.2,36.3,58.9,5,3,0
28.5,77.1,29.3,65.7,3,3,1
37.1,71.9,26.0,52.4,14,2,0
31.5,69.6,42.8,75.7,14,5,0
35.3,63.0,32.6,58.8,5,4,1
35.1,89.0,26.5,72.9,6,3,0
37.2,74.6,22.5,55.0,10,2,0
35.9,56.0,38.6,54.4,2,3,1
28.6,48.2,29.7,75.3,8,2,0
32.5,71.8,28.2,55.7,3,4,2
34.8,64.3,33.4,46.3,7,2,0
34.0,47.9,35.0,51.6,10,2,0
35.7,70.1,32.4,70.6,11,3,0
36.5,61.8,35.1,69.6,1,5,2
36.0,71.4,31.6,54.4,4,3,1
34.0,70.3,32.4,55.7,5,5,1
29.9,57.7,22.1,68.7,10,3,0
33.4,72.6,42.5,75.2,4,1,0
35.5,59.0,18.1,61.3,6,3,1
31.8,59.8,30.5,67.5,3,5,1
36.1,58.6,17.3,70.7,5,5,1
36.8,78.6,27.2,83.5,7,1,0
34.8,61.6,23.4,50.4,3,2,0
26.8,81.5,29.1,55.3,1,4,0
31.3,86.4,30.7,56.9,2,3,0
39.2,56.1,20.3,70.3,6,5,0
33.1,29.9,27.8,59.5,2,3,1
29.5,77.5,39.1,65.1,0,2,0
37.6,60.9,17.5,63.2,12,2,0
34.5,54.6,21.2,62.0,14,1,0
37.3,57.9,34.9,63.1,7,2,0
35.2,60.0,28.6,72.3,9,4,2
35.6,80.6,29.2,52.3,2,2,0
35.4,66.9,36.2,60.5,1,3,1
36.2,80.4,21.6,49.8,1,1,0
40.2,70.9,23.8,64.3,2,3,0
36.9,61.3,22.9,60.0,1,5,2
30.5,60.3,25.2,72.7,11,4,0
35.6,71.7,38.7,62.0,11,4,0
37.4,74.8,14.4,57.6,10,2,0
37.5,77.0,18.4,59.5,4,2,0
33.4,61.9,17.1,79.2,5,1,0
37.4,67.1,39.2,46.3,5,5,1
36.8,72.0,23.1,55.7,2,5,2
40.9,60.4,25.4,62.4,7,2,0
32.6,51.4,15.1,55.6,8,4,0
33.2,55.3,25.9,66.9,3,2,0
33.7,62.1,34.9,61.4,4,4,2
33.3,72.9,30.0,64.6,7,1,0
32.3,80.1,27.1,63.2,1,2,0
27.6,48.7,15.5,61.0,8,2,0
33.4,57.8,25.4,49.1,5,5,1
35.4,60.7,29.2,63.8,10,3,0
33.3,74.5,20.1,44.4,11,2,1
39.3,58.7,33.2,55.3,5,1,0
34.5,59.8,35.1,66.9,5,1,0
37.7,48.1,23.8,73.9,7,2,0
35.2,70.8,33.8,85.5,0,2,0
36.6,63.1,27.1,57.7,2,1,0
35.2,57.2,37.2,53.3,1,4,2
37.9,61.9,44.3,67.2,4,2,0
34.6,78.5,19.3,80.7,8,2,0
35.7,52.9,34.2,77.3,3,3,1
35.4,54.9,38.4,51.6,7,2,0
33.8,80.0,20.2,60.6,10,4,0
35.5,65.9,23.4,70.5,10,3,0
40.1,73.0,23.3,71.2,7,5,0
33.8,69.8,26.9,67.9,8,4,0
35.5,64.6,25.1,57.5,6,2,0
37.6,60.8,26.4,67.8,7,1,0
37.4,75.0,34.7,71.3,11,1,0
34.5,78.9,12.8,52.7,7,4,1
28.5,78.0,20.2,75.3,5,1,0
35.8,50.8,33.4,71.9,14,2,0
29.0,80.7,32.4,54.6,13,1,0
38.2,60.7,19.5,71.2,12,2,0
34.9,55.9,32.5,70.1,12,5,0
37.0,63.0,38.6,70.5,5,1,0
32.2,75.0,27.6,77.8,14,5,0
30.6,71.5,19.9,61.9,9,5,0
35.2,61.9,35.0,65.3,13,5,0
34.4,75.1,41.8,35.6,0,4,1
33.3,66.7,20.9,73.2,1,1,0
34.7,58.1,28.3,72.2,0,1,0
41.4,56.5,36.7,75.6,14,5,0
36.6,69.9,28.9,52.6,4,2,0
37.1,64.0,14.0,71.6,0,3,1
36.6,48.5,31.5,72.2,11,1,0
38.2,75.2,20.2,55.5,11,1,0
34.0,59.2,17.8,72.6,13,3,1
29.4,84.1,14.2,66.6,8,3,0
34.0,48.2,37.5,45.0,10,4,0
36.5,62.8,21.3,67.8,9,5,0
32.1,56.6,30.7,54.3,10,1,1
34.1,53.3,32.6,45.2,7,5,1
32.8,59.2,29.3,65.7,0,5,2
38.3,86.2,30.4,61.3,2,3,0
36.4,66.7,31.0,76.0,13,2,0
36.1,55.5,29.1,63.8,0,1,0
36.1,43.1,21.9,69.8,1,2,0
34.4,44.3,21.2,67.1,12,4,0
35.0,58.6,27.2,72.2,14,1,2
31.5,57.4,27.0,53.1,6,5,1
29.0,62.3,31.4,64.0,2,1,0
34.9,37.7,36.8,60.6,8,4,0
35.3,63.9,30.8,68.5,0,5,2
37.5,77.3,21.5,64.6,5,2,0
38.4,84.5,10.6,55.9,8,3,2
38.4,42.3,21.8,58.6,13,3,0
32.0,55.4,17.2,78.5,1,4,0
33.6,54.7,22.2,45.1,9,1,0
35.7,66.7,29.9,69.1,0,2,0
40.8,50.4,28.7,74.4,6,1,0
38.2,85.2,42.9,67.8,10,2,0
37.3,65.5,31.9,81.7,0,4,0
33.5,63.5,43.3,71.4,11,3,0
32.3,84.1,33.7,65.8,14,3,0
36.5,64.8,36.7,57.3,4,3,1
31.7,69.8,25.1,66.0,11,1,0
33.9,56.0,19.4,68.8,8,1,0
34.2,48.6,24.4,62.0,13,2,0
38.5,57.7,27.9,54.6,8,1,0
33.6,91.2,23.0,50.0,12,5,0
28.4,72.6,20.0,63.9,2,5,0
35.8,68.3,31.3,47.2,3,3,1
32.8,53.3,20.0,57.3,6,4,1
34.6,75.9,15.7,37.7,13,1,0
34.3,48.7,19.0,70.3,9,1,0
33.8,46.2,26.1,73.5,3,4,1
36.5,58.3,20.1,62.8,13,4,0
30.7,88.5,26.2,80.3,9,5,0
33.2,87.8,32.8,75.5,6,2,0
36.2,59.6,32.6,66.8,5,3,0
33.0,56.9,22.7,60.9,10,4,0
30.5,45.3,17.6,58.5,13,1,0
36.2,65.9,23.4,67.6,7,5,1
37.3,66.9,33.2,60.6,12,2,0
34.4,74.5,35.1,67.5,10,1,0
29.6,75.9,30.8,68.2,1,4,0
36.3,62.6,37.6,59.7,11,5,0
30.4,71.7,41.8,73.0,8,3,0
35.3,56.6,24.1,59.7,7,1,0
32.3,71.4,39.9,62.2,9,1,0
31.6,58.9,25.9,52.2,0,2,0
33.4,70.5,36.2,59.3,13,3,1
34.0,69.5,33.7,83.6,13,4,0
32.9,65.8,12.2,53.0,14,4,0
36.0,74.5,20.3,66.4,9,4,0
33.4,46.2,18.2,57.5,3,2,0
37.0,52.2,13.7,39.9,9,1,0
35.2,61.8,35.0,67.6,4,5,2
32.8,47.7,44.6,56.4,7,1,0
32.3,60.1,25.9,65.2,12,3,0
30.4,60.5,34.8,71.9,2,2,0
35.2,80.7,39.9,64.3,6,4,1
33.6,66.7,29.7,65.3,7,2,0
28.6,77.4,27.8,53.3,13,1,0
33.2,68.6,26.0,69.1,8,2,0
32.2,58.6,32.3,60.1,5,1,0
38.4,66.6,35.0,42.0,5,1,0
30.2,73.8,31.7,70.3,4,3,1
30.9,79.3,31.4,73.3,2,5,1
37.3,63.4,27.6,76.8,10,2,0
37.9,45.2,15.3,83.7,11,4,0
32.6,44.4,35.2,69.7,2,3,1
32.9,61.1,17.7,67.1,6,5,1
36.0,36.9,33.0,72.9,11,3,0
28.7,86.5,34.0,53.1,10,1,0
29.8,72.2,18.9,45.3,1,3,0
33.8,57.4,23.1,57.2,0,1,0
38.4,51.7,45.0,74.8,1,2,0
33.4,77.3,27.4,55.4,7,3,2
34.8,51.6,18.2,66.7,13,5,0
37.3,52.8,34.4,67.7,1,4,1
39.8,55.8,21.8,64.4,10,2,0
33.1,66.4,12.6,49.2,11,4,0
34.5,72.4,32.2,65.4,14,2,0
39.1,79.3,20.7,57.8,8,1,0
30.7,77.5,30.6,79.0,14,4,0
37.1,65.0,21.5,73.4,6,5,1
32.0,77.2,33.7,58.1,3,4,1
34.8,56.9,29.5,79.7,14,3,0
33.9,43.1,7.3,65.4,7,3,0
32.1,56.9,31.1,45.3,4,2,0
32.0,55.3,25.7,61.2,9,5,0
35.2,57.4,39.3,78.4,6,3,0
37.0,53.5,31.2,53.8,11,5,0
34.2,59.5,34.0,61.3,11,1,0
34.7,72.4,22.3,48.4,0,2,0
35.9,85.6,21.7,50.0,7,2,0
32.1,44.3,27.8,53.7,12,1,0
36.3,49.5,25.1,49.7,9,5,0
36.5,55.5,38.7,55.8,10,1,0
41.0,74.2,26.8,79.4,14,3,0
33.6,62.5,18.2,61.6,5,2,0
33.4,56.3,21.4,69.9,10,1,0
36.4,73.6,35.7,72.9,0,5,1
36.5,76.5,26.7,50.9,2,2,0
33.2,64.8,26.2,53.7,10,2,2
33.5,55.2,36.5,69.7,3,1,0
35.9,68.2,20.7,55.7,11,4,0
32.4,62.2,10.1,69.0,13,5,0
33.5,62.1,21.2,78.8,13,2,0
34.7,58.9,29.9,47.4,0,5,2
37.0,76.1,26.0,58.4,4,3,1
33.0,68.0,15.5,60.0,7,3,1
29.9,77.4,36.1,56.7,0,5,2
29.7,81.0,29.3,55.9,13,5,0
31.4,70.5,31.1,57.1,14,4,0
31.2,58.9,31.4,61.8,11,2,0
34.1,77.5,17.6,63.6,4,3,1
31.5,70.6,30.4,71.5,1,5,1
32.7,96.2,35.3,61.7,12,2,0
32.6,68.7,37.1,73.2,11,3,0
33.4,73.4,33.8,56.1,14,4,0
37.8,68.5,32.1,50.0,5,5,1
36.2,63.8,14.1,59.0,2,3,1
34.5,61.9,27.9,66.6,13,5,0
33.3,68.5,20.3,70.6,1,5,1
33.4,71.3,38.3,76.6,8,3,0
35.3,78.9,37.0,64.9,7,2,0
36.0,68.7,20.4,69.5,8,1,0
32.2,59.4,27.6,75.7,6,1,0
34.6,61.1,30.0,54.2,0,1,0
29.4,49.1,35.2,59.9,9,1,0
35.0,84.9,14.6,89.7,3,2,0
36.4,58.5,10.3,70.6,1,5,0
33.8,76.6,28.3,67.1,6,2,2
39.0,68.3,7.7,70.9,4,2,0
32.3,68.6,29.3,48.6,10,2,0
35.0,63.6,32.7,55.5,5,3,1
34.4,55.5,37.9,51.9,7,3,1
34.2,53.4,23.0,66.2,7,3,1
34.2,85.7,29.3,58.3,12,1,1
34.8,66.4,33.2,63.0,1,2,0
36.6,78.5,18.6,58.9,0,5,1
37.9,81.6,35.3,45.7,13,5,0
34.5,60.1,30.2,70.8,4,1,0
36.5,70.1,23.2,44.4,10,4,0
32.7,65.5,29.1,54.7,8,1,0
36.4,51.1,26.9,48.8,11,3,0
32.6,62.8,34.2,53.2,9,1,0
37.2,72.1,25.1,64.0,3,4,1
40.0,59.0,29.8,74.4,7,5,0
34.2,61.1,23.0,46.4,4,1,0
29.0,62.9,20.5,56.4,5,3,0
33.1,90.3,29.4,44.5,8,1,0
37.6,43.0,20.8,55.9,1,1,0
35.9,71.0,34.4,62.7,0,4,2
35.1,62.0,32.7,69.7,10,1,0
37.0,57.3,21.9,40.8,1,1,0
35.7,61.7,29.7,67.5,13,2,0
37.5,73.0,21.8,52.3,9,2,0
36.8,73.7,15.2,49.8,12,5,2
38.3,67.2,23.2,62.7,7,2,0
35.4,78.1,27.6,68.3,10,3,0
36.8,80.2,32.2,61.0,2,1,0
33.7,74.8,29.2,51.1,9,2,0
33.0,58.4,35.3,61.0,4,2,0
38.8,70.9,20.2,54.7,11,2,0
35.0,71.0,25.0,68.0,5,2,0
36.5,55.2,41.2,72.8,11,1,0
34.8,46.2,12.6,72.1,13,3,0
33.0,40.7,24.4,61.8,0,3,1
34.5,65.8,19.4,73.2,0,3,1
38.1,68.6,26.4,51.8,5,3,0
35.9,50.8,24.5,79.8,8,3,0
30.2,77.6,32.8,51.7,13,4,0
34.0,66.8,30.0,41.7,6,2,0
39.0,81.2,17.6,75.7,12,1,0
34.0,69.4,23.3,54.9,10,4,0
30.0,52.2,28.0,63.2,10,1,0
39.2,70.5,33.9,51.7,13,2,2
36.2,73.0,47.5,85.6,4,3,0
34.3,58.4,33.6,80.2,10,3,0
33.6,47.7,19.9,77.5,11,4,0
37.2,66.2,27.2,62.9,14,3,0
33.1,53.0,29.4,71.8,3,3,1
37.4,78.5,23.8,61.5,11,1,0
35.9,60.1,31.8,73.2,3,4,1
35.1,85.7,9.8,57.9,14,2,0
34.9,39.5,32.4,77.8,8,5,0
34.1,66.6,24.2,57.4,13,4,0
37.1,82.2,27.1,58.5,8,5,0
32.3,54.3,39.7,57.3,1,5,2
30.4,63.1,17.9,63.9,5,2,0
36.0,60.2,30.2,58.1,9,2,0
36.1,56.8,34.4,66.9,9,5,0
35.7,67.9,29.4,57.2,8,5,0
35.5,49.5,15.1,69.9,10,4,0
33.7,63.7,38.8,77.2,8,5,0
36.5,71.2,26.3,62.8,2,4,2
34.4,62.4,23.8,84.2,1,1,0
33.3,53.0,25.5,73.3,4,3,1
33.7,77.4,24.9,83.4,2,2,0
39.6,73.8,18.5,61.4,10,1,0
30.2,52.5,29.3,45.4,14,3,0
35.7,49.5,23.2,54.9,13,3,0
30.3,53.6,33.4,56.0,8,4,0
34.2,71.5,32.1,52.5,13,4,0
33.4,68.3,41.0,40.0,9,2,0
29.3,74.5,26.3,72.2,1,5,0
35.5,61.1,21.6,43.4,8,3,0
33.5,53.9,16.2,71.3,8,3,0
29.3,76.0,45.5,83.9,8,1,0
36.6,58.4,33.3,54.2,12,5,0
38.1,67.2,22.5,65.9,14,2,0
38.2,46.4,41.5,58.0,3,1,0
35.4,58.2,38.8,70.3,0,5,1
34.6,77.1,17.2,50.1,9,5,0
37.8,56.4,22.0,60.7,1,2,0
38.7,74.8,26.9,73.2,6,3,0
37.3,37.0,19.4,61.5,13,5,0
32.1,58.3,27.2,45.7,9,4,0
35.0,62.9,33.7,74.4,14,3,0
35.6,85.9,17.0,49.0,0,3,0
30.0,51.0,30.3,62.8,10,1,0
35.7,73.1,37.3,67.8,4,5,2
40.2,77.7,31.2,63.2,1,3,0
36.1,56.3,27.4,87.4,4,1,0
38.2,60.5,22.7,69.3,14,2,0
35.0,66.7,34.6,60.0,6,3,1
34.3,47.2,18.6,68.0,13,5,0
35.5,59.5,29.9,64.1,1,5,2
